comuna1,comuna,idregion,year,lon,lat,w_mean,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_00,tax_02,tax_04,tax_06,tax_08,tax_10,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,tax_33,h_e_00,h_e_02,h_e_04,h_e_06,h_e_08,h_e_10,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_e_33,h_nex_00,h_nex_02,h_nex_04,h_nex_06,h_nex_08,h_nex_10,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,h_nex_33,cod_sii,comuna_sii,sem,_ID,pobreza,v_arriendo
5304,SAN ESTEBAN,5,2017,-70.34832200159501,-32.68642947142305,347540.47,19043,7281,2830632,1057017,255277,123671,199608,149818,2037.601,1591381.6,6638,77756238303,72152727552,61498769408,52802224128,46590160896,42487730176,39380148224,36963172352,34808770560,32908154880,31241603072,29738395648,28067461120,27104749568,26068529152,25187233792,24494137344,23888406528,23606581248,87,663,1791,3121,3742,4214,4396,4516,4637,4736,4803,4875,4949,5074,5133,5209,5239,5248,6551,5975,4847,3517,2896,2424,2242,2122,2001,1902,1835,1763,1689,1564,1505,1429,1399,1390,5703,SAN ESTEBAN,1,50,10.7,170613.2075471698
5401,LA LIGUA,5,2017,-71.27126079135735,-32.35379203227242,397563.06,33884,14684,5508278,2030352,414325,426774,243290,60815,5645.0742,1591381.6,14248,157936999787,141241892864,121256419328,103606697984,91075674112,82748153856,77364191232,73621504000,70999810048,69094809600,67709722624,66723733504,65831550976,65338814464,64799465472,64325644288,63911149568,63545274368,63371231232,202,715,2854,5345,7089,8182,8780,9283,9598,9798,9956,10050,10092,10125,10157,10184,10202,10207,14046,13533,11394,8903,7159,6066,5468,4965,4650,4450,4292,4198,4156,4123,4091,4064,4046,4041,5201,LA LIGUA,1,51,16.66,223723.8295081967
5402,CABILDO,5,2017,-70.82344196915253,-32.41702908575041,810879.44,20135,7206,2864420,811998,115875,219643,159117,148948,3296.0996,1591381.6,5805,44427365691,37855719424,28527067136,20976472064,17722155008,16351529984,15482324992,14848610304,14426822656,14149049344,13943778304,13776749568,13623377920,13544243200,13460597760,13392821248,13334226944,13284435968,13261435904,126,537,2278,3998,4411,4558,4653,4750,4807,4829,4845,4867,4876,4885,4892,4895,4899,4899,5679,5268,3527,1807,1394,1247,1152,1055,998,976,960,938,929,920,913,910,906,906,5203,CABILDO,1,52,16.37,141265.5130221989
5403,PAPUDO,5,2017,-71.38035366083713,-32.47471337323213,430147.44,5340,2690,3106457,2090461,333163,479390,445759,6347,407.44199,1591381.6,7151,185643284918,172071518208,163057598464,154197639168,145775443968,138085302272,130870263808,124361359360,118075080704,112265314304,106851508224,102313443328,97697980416,94813806592,91481604096,88373780480,85447933952,82675531776,81381056512,265,294,458,782,1053,1419,1583,1707,1972,2295,2751,2952,3057,3169,3297,3361,3473,3508,6886,6857,6693,6369,6098,5732,5568,5444,5179,4856,4400,4199,4094,3982,3854,3790,3678,3643,5205,PAPUDO,1,53,7.63,165464.4808743169
5404,PETORCA,5,2017,-70.869919295545,-32.19039784322743,375174.44,10384,3635,2176528,605518,48581,88130,153171,132807,1055.0144,1591381.6,3685,16451140301,14482639872,9314518016,6235968000,4927211520,4345485312,3978618624,3742022400,3581486080,3459666176,3372066048,3309252096,3256826624,3225462784,3191878656,3163496192,3138576640,3114658304,3104294400,135,1011,2127,2716,2895,2976,3028,3052,3071,3085,3097,3101,3105,3107,3108,3110,3111,3112,3550,2674,1558,969,790,709,657,633,614,600,588,584,580,578,577,575,574,573,5202,PETORCA,1,54,10.16,75816.83168316832
5501,QUILLOTA,5,2017,-71.27205401605934,-32.90442797152361,412826.34,95852,36038,11649603,5374851,1030471,1084343,667746,13469,9518.1035,1591381.6,29606,509372325017,457054453760,403416449024,352756367360,307977453568,269789249536,241561993216,220526198784,205902921728,195696050176,188595879936,183033298944,177628528640,174572650496,171380998144,168682029056,166314328064,164228136960,163301195776,379,1204,3378,6358,11314,15107,18925,21229,23270,24457,25043,25456,25756,26080,26251,26400,26560,26612,29227,28402,26228,23248,18292,14499,10681,8377,6336,5149,4563,4150,3850,3526,3355,3206,3046,2994,5501,QUILLOTA,1,56,9.93,153987.3623932468
5502,LA CALERA,5,2017,-71.15666098704746,-32.79343073416531,374088.09,55555,18558,7188283,3142006,451824,1034141,271762,3267,8761.0234,1591381.6,15625,245466058366,211873382400,183464902656,157464690688,139339071488,127850692608,121254559744,116651393024,113358397440,111309996032,109718093824,108393840640,107063123968,106289987584,105458352128,104728936448,104076386304,103482441728,103208034304,275,676,3246,7596,10218,11979,12634,13392,13714,13870,13990,14084,14136,14206,14250,14281,14308,14326,15350,14949,12379,8029,5407,3646,2991,2233,1911,1755,1635,1541,1489,1419,1375,1344,1317,1299,5504,LA CALERA,1,57,15.77,122927.6663796285
5503,HIJUELAS,5,2017,-71.08103459281962,-32.86892794505992,351458.91,18212,7019,2851312,1149990,252337,359549,204836,9626,1635.4376,1591381.6,3803,40244672882,38005190656,32527556608,29081186304,27320348672,26221457408,25379442688,24728240128,24176179200,23724406784,23343005696,23030253568,22721767424,22550790144,22376024064,22241423360,22126436352,22027016192,21980391424,65,667,1731,2303,2420,2560,2618,2664,2708,2743,2771,2802,2817,2839,2854,2863,2869,2871,3738,3136,2072,1500,1383,1243,1185,1139,1095,1060,1032,1001,986,964,949,940,934,932,5503,HIJUELAS,1,58,8.98,103474.352194606
5504,LA CRUZ,5,2017,-71.2406019294494,-32.8249020355393,369943.38,20189,6752,2809752,1140642,207205,65417,364377,527,1399.0977,1591381.6,6891,108263662648,101397889024,88872714240,76742762496,66708488192,58656317440,51859619840,46259740672,42518425600,39989235712,38045081600,36467826688,35080220672,34308874240,33414957056,32593068032,31876913152,31258970112,30992574464,103,154,537,2033,2732,3272,4135,4834,5277,5521,5695,5878,5910,5948,5987,6051,6105,6116,6788,6737,6354,4858,4159,3619,2756,2057,1614,1370,1196,1013,981,943,904,840,786,775,5505,LA CRUZ,1,59,6.93,152059.5655220743
5506,NOGALES,5,2017,-71.17632021700867,-32.6911239443379,304975.41,23925,10318,3144252,1048122,255179,232371,178602,57353,1847.01,1591381.6,5389,83797131295,72246837248,62892408832,54290124800,48405110784,45475938304,43511087104,42071744512,41156915200,40472555520,39930470400,39551832064,39220256768,39063646208,38922182656,38808182784,38718640128,38645510144,38615244800,112,455,1190,3172,3904,4158,4473,4638,4708,4797,4857,4904,4941,4959,4969,4980,4990,4992,5277,4934,4199,2217,1485,1231,916,751,681,592,532,485,448,430,420,409,399,397,5502,NOGALES,1,60,7.72,98224.58270106222
5601,SAN ANTONIO,5,2017,-71.48877854718266,-33.66460388810686,350952.63,97481,39625,15812116,8399409,1916235,2898767,535866,15415,7320.8232,1591381.6,30111,825005019477,689485905920,637700603904,588386402304,548629512192,521697460224,504720949248,493525270528,485161205760,479016878080,474457309184,470822518784,467312508928,465406328832,463546613760,462178418688,461173522432,460382797824,460037357568,551,897,3730,10271,15859,19958,21839,22980,23994,24584,24935,25298,25494,25781,26018,26145,26227,26252,29560,29214,26381,19840,14252,10153,8272,7131,6117,5527,5176,4813,4617,4330,4093,3966,3884,3859,5401,SAN ANTONIO,1,61,7.51,162834.8222391893
5602,ALGARROBO,5,2017,-71.599328185384,-33.32938497750783,620532.63,10700,6308,5602538,4679147,1706450,692070,260369,1723,349.89001,1591381.6,25535,868142249412,854130229248,824841732096,795585150976,766436835328,737545289728,709109088256,682095869952,656478765056,631966662656,608427442176,586139107328,561306861568,545717813248,527494283264,510551588864,494785888256,480368066560,473670811648,77,84,120,198,396,658,1570,2239,2691,3235,3903,4743,5283,5914,6534,7138,7875,8133,25458,25451,25415,25337,25139,24877,23965,23296,22844,22300,21632,20792,20252,19621,19001,18397,17660,17402,5406,ALGARROBO,1,62,3.27,201951.7979452055
5603,CARTAGENA,5,2017,-71.44212493288271,-33.53334122420122,329403.03,20563,12535,8391605,1147277,212563,188029,113097,6678,1412.6781,1591381.6,10936,114822726040,98276220928,81141161984,65839026176,55445397504,49448460288,45823496192,43537928192,42041683968,41013260288,40251613184,39682887680,39157260288,38870626304,38558265344,38286106624,38047584256,37835878400,37739352064,175,473,2249,4953,6542,7434,7927,8236,8412,8519,8600,8658,8678,8703,8723,8735,8749,8755,10761,10463,8687,5983,4394,3502,3009,2700,2524,2417,2336,2278,2258,2233,2213,2201,2187,2181,5403,CARTAGENA,1,63,6.87,132082.0955981637
5604,EL QUISCO,5,2017,-71.65162839346051,-33.41519592543338,325450.16,13641,8163,10580663,1916390,507519,153791,119155,364,467.88629,1591381.6,15702,256565691731,248076369920,223766347776,199569965056,176379019264,155685388288,138505863168,125379485696,115222593536,107493875712,102005178368,97985986560,94524416000,92803227648,91102445568,89769820160,88679276544,87779033088,87395328000,194,224,369,1302,2938,4926,6620,7892,9061,10048,10657,11169,11414,11615,11767,11866,11957,12002,15508,15478,15333,14400,12764,10776,9082,7810,6641,5654,5045,4533,4288,4087,3935,3836,3745,3700,5405,EL QUISCO,1,64,3.43,160632.1022727273
5605,EL TABO,5,2017,-71.580734903105,-33.48248344528701,449147.88,10592,5773,7134996,999062,171795,133634,111296,7067,656.70398,1591381.6,13931,151874558183,145724129280,125155450880,106403520512,90518962176,77857751040,68524498944,62289436672,57769873408,54234693632,51746488320,50021273600,48407302144,47535276032,46822735872,46224748544,45702041600,45317181440,45166321664,527,1032,2247,3922,5326,7425,8381,9005,9549,9972,10231,10390,10515,10671,10704,10764,10835,10841,13404,12899,11684,10009,8605,6506,5550,4926,4382,3959,3700,3541,3416,3260,3227,3167,3096,3090,5404,EL TABO,1,65,6.2,200545.6657730116
5606,SANTO DOMINGO,5,2017,-71.67591829375058,-33.80932868327491,529897.63,9552,3866,9869013,8941001,1677939,6094575,416609,3453,380.16959,1591381.6,7168,484056256489,445544366080,436390723584,427249139712,418120105984,409003360256,400053862400,391748222976,383891734528,376501731328,369234313216,362157080576,353829355520,348321284096,341631795200,335065743360,328598355968,322199683072,319028035584,76,85,86,96,101,382,617,901,1002,1045,1148,1210,1254,1348,1402,1439,1474,1493,7092,7083,7082,7072,7067,6786,6551,6267,6166,6123,6020,5958,5914,5820,5766,5729,5694,5675,5402,SANTO DOMINGO,1,66,3.98,285546.218487395
5701,SAN FELIPE,5,2017,-70.75263111396883,-32.73605043701203,459211.19,74812,33937,9698826,4430912,702000,1159009,544050,19303,6112.1406,1591381.6,27482,399213176817,351923699712,302678638592,255833128960,215062675456,187322302464,173121454080,163268935680,155021393920,148251639808,142969470976,138578247680,134386982912,132168654848,129846206464,127949635584,126375632896,125045997568,124445728768,346,1214,2437,7202,15800,19705,20730,21362,22300,22806,23229,23701,23952,24169,24336,24490,24587,24628,27136,26268,25045,20280,11682,7777,6752,6120,5182,4676,4253,3781,3530,3313,3146,2992,2895,2854,5601,SAN FELIPE,1,67,8.17,147343.9798747525
5702,CATEMU,5,2017,-70.94463713604546,-32.70692657961814,296297.34,14151,4645,2170154,470396,119278,93165,104982,48473,2387.2737,1591381.6,4651,41734483927,39664545792,32625199104,27886667776,25710688256,24709062656,24226201600,23971868672,23812347904,23716902912,23650060288,23596132352,23552589824,23536162816,23519406080,23506311168,23497674752,23490983936,23488983040,110,762,2201,3094,3496,3687,3748,3781,3811,3816,3823,3835,3836,3838,3841,3842,3844,3844,4541,3889,2450,1557,1155,964,903,870,840,835,828,816,815,813,810,809,807,807,5603,CATEMU,1,68,16.87,104611.1619396157
5703,LLAY-LLAY,5,2017,-70.90151641273843,-32.88776320916322,354921.5,24955,9599,3449945,1315967,162612,253838,146074,15638,1948.9855,1591381.6,8067,62840652891,55293116416,42258636800,32520577024,28007546880,25600122880,24283232256,23510147072,23015968768,22697078784,22471796736,22290827264,22127536128,22055440384,21980356608,21914546176,21865306112,21825263616,21807384576,111,534,3221,5057,5855,6206,6421,6513,6587,6615,6635,6665,6676,6680,6686,6695,6698,6699,7956,7533,4846,3010,2212,1861,1646,1554,1480,1452,1432,1402,1391,1387,1381,1372,1369,1368,5606,LLAY-LLAY,1,69,7.81,68330.19755409218
5704,PANQUEHUE,5,2017,-70.82858759944314,-32.7932124709373,393652.09,7387,3094,1916296,771356,155452,94324,145117,4900,751.25787,1591381.6,1887,35544584622,33074012160,30198693888,28064135168,27216889856,26784366592,26498967552,26275883008,26104702976,25968412672,25849821184,25740834816,25621393408,25546938368,25463394304,25390327808,25323984896,25267466240,25241360384,52,91,865,1221,1342,1376,1405,1426,1438,1446,1450,1454,1457,1464,1466,1471,1475,1477,1835,1796,1022,666,545,511,482,461,449,441,437,433,430,423,421,416,412,410,5602,PANQUEHUE,1,70,10.17,190815.6028368794
5705,PUTAENDO,5,2017,-70.52155486935231,-32.48117958661579,279053.09,16533,7574,2738944,561153,76931,49210,98356,151756,1529.3025,1591381.6,5198,32932032035,26761981952,18450003968,12774814720,9861559296,8389142528,7485233152,6847821312,6357832192,5971728384,5665946112,5426235904,5186643456,5053301248,4907595776,4791965696,4692465152,4606507520,4567302144,118,991,2427,3671,4001,4221,4307,4371,4407,4448,4473,4495,4506,4515,4530,4536,4543,4545,5080,4207,2771,1527,1197,977,891,827,791,750,725,703,692,683,668,662,655,653,5604,PUTAENDO,1,71,9.25,118854.1281007034
5706,SANTA MARIA,5,2017,-70.60960023577292,-32.68575193249879,338365.69,16005,6200,2417030,604394,156404,57090,190114,3715,2066.2456,1591381.6,4879,31444181031,27809609728,19635427328,13970497536,11836928000,10981991424,10365061120,9866092544,9490923520,9215543296,8981843968,8781058048,8580893696,8460640768,8325106688,8204517888,8093966336,7997856256,7955639296,91,893,2593,3933,4106,4179,4241,4308,4335,4352,4369,4384,4388,4397,4403,4410,4417,4420,4788,3986,2286,946,773,700,638,571,544,527,510,495,491,482,476,469,462,459,5605,SANTA MARIA,1,72,12.91,127392.5501432665
5801,QUILPUE,5,2017,-71.25410339721938,-33.14696999598365,536840.5,173617,70960,17469350,7207448,1812311,1236357,1139824,20492,9114.8926,1591381.6,57954,1167595762818,1075798147072,977612701696,880451649536,787205455872,704972718080,636361375744,579932585984,532542586880,493738983424,461739851776,435051364352,410104856576,396778012672,383219335168,372619313152,364166152192,357505630208,354660909056,1097,1575,2374,5964,12518,19492,24552,28959,32950,35778,38233,41456,42817,44449,45620,46663,47423,47722,56857,56379,55580,51990,45436,38462,33402,28995,25004,22176,19721,16498,15137,13505,12334,11291,10531,10232,5304,QUILPUE,1,73,5.25,217351.4257711751
5802,LIMACHE,5,2017,-71.27861627871746,-33.0305105854623,362101.09,46022,18773,6667402,2358071,527792,301295,385105,13364,2043.3768,1591381.6,14686,241775123267,209882398720,185735692288,163026911232,144636739584,131294846976,121264685056,113998823424,108344033280,103853809664,100244004864,97176133632,94007984128,92203401216,90211688448,88435138560,86818840576,85352898560,84668325888,197,644,1859,4892,6784,8167,9276,9962,10453,10819,11017,11261,11387,11526,11606,11688,11756,11783,14489,14042,12827,9794,7902,6519,5410,4724,4233,3867,3669,3425,3299,3160,3080,2998,2930,2903,5506,LIMACHE,1,74,4.44,154835.8175750834
5803,OLMUE,5,2017,-71.11035316099655,-33.03545747902487,385052.31,16162,6583,3177133,1240824,507688,90572,239203,5856,1118.4104,1591381.6,7110,158765255949,153309855744,143746269184,134970122240,127828205568,121866043392,116815773696,112384188416,108517236736,105031835648,101866569728,98993086464,95850176512,93921198080,91666382848,89587769344,87663312896,85903982592,85082947584,75,308,1063,1706,2273,2596,2892,3149,3302,3467,3592,3725,3797,3884,3969,4041,4131,4163,7035,6802,6047,5404,4837,4514,4218,3961,3808,3643,3518,3385,3313,3226,3141,3069,2979,2947,5507,OLMUE,1,75,6.92,208059.7014925373
5804,VILLA ALEMANA,5,2017,-71.32974554229844,-33.06722577645071,490559.34,145139,63857,13698935,3833798,1045313,385489,610254,998,5413.6846,1591381.6,43290,666660858589,603667628032,526392098816,450961014784,383976636416,334357626880,297215098880,268434391040,245546631168,227125346304,212560216064,200991260672,190440325120,184597102592,178213978112,172677005312,167945519104,163867475968,162017869824,849,1369,3196,10849,18746,23423,27164,29337,31664,33255,34668,35862,36298,36791,37196,37570,37835,37969,42441,41921,40094,32441,24544,19867,16126,13953,11626,10035,8622,7428,6992,6499,6094,5720,5455,5321,5303,VILLA ALEMANA,1,76,3.73,173577.4908908853
6101,RANCAGUA,6,2017,-70.81668412033541,-34.12585924484068,447918.56,234724,105543,28208409,17623886,4512379,4544090,2646644,17922,24974.633,1591381.6,95103,2348099926392,2052321837056,1885117087744,1718991192064,1560171511808,1423499460608,1310263738368,1220574576640,1149961633792,1096575221760,1054001463296,1018664124416,984755732480,965890736128,946202673152,929876934656,916550123520,905461432320,900543414272,994,1088,2105,10835,22901,34178,44966,54322,61186,65176,68695,72003,73841,75678,77334,78569,79544,79931,94109,94015,92998,84268,72202,60925,50137,40781,33917,29927,26408,23100,21262,19425,17769,16534,15559,15172,6101,RANCAGUA,1,106,10.64,168650.6603464675
6102,CODEGUA,6,2017,-70.54719297732376,-34.0568472427922,389084.19,14588,5613,2288180,959182,258781,158053,179341,24423,1304.1672,1591381.6,3349,37580318717,34553028608,29296904192,25422249984,23374270464,22263801856,21554225152,21041981440,20651046912,20355033088,20105918464,19896602624,19691833344,19580067840,19457648640,19353321472,19259451392,19173502976,19133937664,55,302,1329,2031,2308,2453,2519,2578,2611,2626,2647,2665,2679,2686,2693,2699,2701,2706,3294,3047,2020,1318,1041,896,830,771,738,723,702,684,670,663,656,650,648,643,6107,CODEGUA,1,94,8.94,99390.97169089518
6103,COINCO,6,2017,-70.97109997863896,-34.28232169484039,296748.31,7241,3129,1659305,408633,39766,96950,71163,902,1045.6003,1591381.6,1676,10466394676,8975463424,6612627968,4839407616,3993713408,3467888128,3088956160,2809319424,2590275072,2422208768,2294403072,2189049088,2095852544,2044410112,1995010048,1953489536,1922560000,1896671744,1885671680,47,213,722,999,1089,1151,1183,1216,1235,1254,1264,1277,1283,1287,1291,1296,1299,1299,1629,1463,954,677,587,525,493,460,441,422,412,399,393,389,385,380,377,377,6116,COINCO,1,80,14.44,80144.78764478765
6104,COLTAUCO,6,2017,-71.07761851440948,-34.25955816542805,379248.16,20078,6757,2764640,577471,145251,38604,115280,8997,2899.2632,1591381.6,6020,36575560953,29826099200,21068613632,14938330112,11487877120,9601522688,8416927232,7605662720,7040876544,6642594304,6344348672,6108765696,5890065920,5769865728,5644328448,5535415808,5437692416,5359357952,5325132800,125,1406,2957,4034,4515,4758,4909,5010,5076,5116,5141,5163,5180,5190,5192,5202,5210,5213,5895,4614,3063,1986,1505,1262,1111,1010,944,904,879,857,840,830,828,818,810,807,6106,COLTAUCO,1,81,14.44,107561.832586979
