comuna1,comuna,idregion,year,lon,lat,w_mean,w_low,w_up,L,L_workers,IP,IPP,impterritorial,patentescom,percirculacion,patentesmineras,pobres,pobres_pais,h_all,r_all,tax_12,tax_14,tax_16,tax_18,tax_20,tax_22,tax_24,tax_26,tax_28,tax_30,tax_32,h_e_12,h_e_14,h_e_16,h_e_18,h_e_20,h_e_22,h_e_24,h_e_26,h_e_28,h_e_30,h_e_32,h_nex_12,h_nex_14,h_nex_16,h_nex_18,h_nex_20,h_nex_22,h_nex_24,h_nex_26,h_nex_28,h_nex_30,h_nex_32,pob_porcentaje,v_dividendo,v_arriendo
9105,FREIRE,9,2017,-72.58851474287466,-38.95490865308635,392108.8,332199.9,452017.5,24411,9684,4434701,906592,306579,215804,97675,2637,5248.3652,2086396.9,2968,41251122229,16748541952,16670860288,16612111360,16576839680,16549894144,16523624448,16510408704,16498234368,16486235136,16474234880,16462234624,2662,2671,2684,2691,2693,2697,2699,2700,2700,2700,2700,306,297,284,277,275,271,269,268,268,268,268,21.5,89841.08729743857,137475.7776644569
9106,GALVARINO,9,2017,-72.79198047114207,-38.44791515298102,239789.1,213959.2,265619.1,12469,2942,2380651,207217,49849,19504,53960,1623,4769.3926,2086396.9,1509,10609009518,1729831296,1674039296,1637297024,1612691584,1591708544,1572553600,1560982784,1548131072,1540207616,1534207616,1528238976,1338,1349,1360,1361,1365,1365,1366,1368,1370,1370,1371,171,160,149,148,144,144,143,141,139,139,138,38.25,9000,130862.9441624365
9107,GORBEA,9,2017,-72.66982123797239,-39.1717721375259,310807.3,242526.1,379088.5,15619,5926,2836198,572908,165304,108294,177871,47,2517.7827,2086396.9,4147,31394571804,8922484736,8713560064,8581549568,8493809664,8432029184,8376616448,8349210112,8322834944,8301795328,8285562368,8273046016,3618,3667,3705,3718,3728,3735,3739,3742,3744,3747,3749,529,480,442,429,419,412,408,405,403,400,398,16.12,,106085.9044162129
9108,LAUTARO,9,2017,-72.28875717780417,-38.54313610912136,445240.4,345125,545355.9,37340,13847,5778605,2108573,432381,731523,326263,1053,11284.148,2086396.9,9808,92217124273,44394348544,43779801088,43324547072,42967048192,42680455168,42432843776,42295934976,42150481920,42033246208,41928617984,41835196416,8382,8477,8535,8573,8613,8646,8656,8671,8680,8687,8691,1426,1331,1273,1235,1195,1162,1152,1137,1128,1121,1117,30.22,117872.0854345891,148118.9367772939
9109,LONCOCHE,9,2017,-72.5827890966364,-39.35606416116227,323149,286320.8,359977.3,23275,6474,3671050,726323,162895,120287,117603,189,4568.8823,2086396.9,6836,42844018074,11365376000,11073543168,10873523200,10734067712,10628769792,10528498688,10471048192,10411809792,10366138368,10327445504,10291445760,6132,6180,6217,6243,6252,6263,6267,6276,6280,6283,6283,704,656,619,593,584,573,569,560,556,553,553,19.63,280000,91381.20567375887
9110,MELIPEUCO,9,2017,-71.61073619938082,-38.82487233693556,339082.9,235103.7,443062.2,5819,1853,1785185,125220,19428,25461,30609,10585,1907.4681,2086396.9,1065,4693130068,694419264,690419264,686419264,682419264,681892288,681892288,681892288,681892288,681892288,681892288,681892288,950,950,950,950,952,952,952,952,952,952,952,115,115,115,115,113,113,113,113,113,113,113,32.78,197490.6832298137,80939.56043956045
9111,NUEVA IMPERIAL,9,2017,-72.9717530566537,-38.75194553683952,267270.2,236853.1,297687.3,33653,11983,5756365,761647,89893,135489,168785,0,10705.02,2086396.9,6638,37974745744,8103735296,7805367296,7578670592,7405715968,7274292224,7163250688,7106509824,7052826624,7007172096,6971231744,6940492800,5980,6023,6051,6077,6099,6115,6120,6127,6132,6136,6137,658,615,587,561,539,523,518,511,506,502,501,31.81,78000,96516.05219552609
9112,PADRE LAS CASAS,9,2017,-72.55528687489452,-38.80216726299768,369508.8,336651.5,402366,91442,34267,9517723,2177802,317268,410915,699232,235,22933.654,2086396.9,15944,168517075785,60678078464,59844354048,59264299008,58808152064,58458546176,58129829888,57945214976,57745125376,57581858816,57443606528,57327632384,14597,14817,14896,14963,15003,15037,15051,15069,15084,15094,15106,1347,1127,1048,981,941,907,893,875,860,850,838,25.08,143271.7217787913,162307.5993289367
9113,PERQUENCO,9,2017,-72.43652762103616,-38.42800256557839,374158.7,299959.7,448357.7,7328,2437,2261083,310313,123389,24850,47258,0,2670.3232,2086396.9,1393,7083584329,2370222080,2336212224,2311445248,2295712768,2289427200,2283260928,2280871936,2280244480,2280244480,2280244480,2280244480,1185,1192,1195,1200,1202,1203,1204,1205,1205,1205,1205,208,201,198,193,191,190,189,188,188,188,188,36.44,71621.62162162163,108391.2037037037
9114,PITRUFQUN,9,2017,-72.66376272471834,-39.08384938495954,355327.9,299030.7,411625.2,24898,9849,3496950,703599,180189,120407,138059,217,5452.6621,2086396.9,6333,48328246679,13822325760,13290212352,12905183232,12619139072,12401926144,12202191872,12097052672,11993213952,11914401792,11850412032,11802087424,5409,5504,5564,5603,5630,5654,5670,5682,5691,5700,5703,924,829,769,730,703,679,663,651,642,633,630,21.9,289306.0530679934,156404.8161405792
9115,PUCN,9,2017,-71.79239060973306,-39.27118626199584,377770,295808.4,459731.6,28609,17780,7579993,6162668,1875226,284292,270919,4791,4174.0532,2086396.9,16759,590290100258,471919001600,460558696448,449844281344,439589273600,429782433792,418765045760,411834417152,403832832000,396744425472,390262521856,384190742528,3254,3678,3917,4142,4397,4752,4944,5404,5824,6047,6209,13505,13081,12842,12617,12362,12007,11815,11355,10935,10712,10550,14.59,264300.244100895,183828.125
9116,SAAVEDRA,9,2017,-73.29392799746913,-38.83308347134754,230637,175453.3,285820.7,12706,4458,3195618,138960,19923,28410,34450,467,5450.874,2086396.9,1722,9996526946,2105161088,2072945024,2053993088,2038936832,2026025344,2014398336,2008824064,2004633984,2002633984,2000633984,1998633984,1301,1309,1314,1315,1316,1318,1319,1321,1321,1321,1321,421,413,408,407,406,404,403,401,401,401,401,42.9,,69102.07939508506
9117,TEODORO SCHMIDT,9,2017,-73.12781732414389,-39.00470505999762,295856.2,245092.1,346620.3,16125,5539,2852327,238459,59865,23823,45325,212,6424.2002,2086396.9,2811,10594897771,2012748928,1958629376,1925664000,1909454720,1903016832,1897397248,1894185984,1890185984,1886185984,1883463296,1882468352,2444,2453,2459,2470,2471,2472,2472,2472,2472,2473,2474,367,358,352,341,340,339,339,339,339,338,337,39.84,,55295.53072625698
9118,TOLTN,9,2017,-73.06550452911772,-39.21692233250408,298437.5,243809.5,353065.4,11357,2298,2250284,276776,56639,35246,79448,4474,3737.5886,2086396.9,1857,7080834218,1308206464,1292406272,1283507840,1275563264,1270241536,1267847168,1266241536,1264241536,1262241536,1260241536,1259539840,1722,1725,1728,1729,1731,1731,1731,1731,1731,1731,1732,135,132,129,128,126,126,126,126,126,126,125,32.91,,146186.4406779661
9119,VILCN,9,2017,-72.11654373881476,-38.70452927150764,244308.8,225940.8,262676.7,28326,7151,4546760,911825,352746,204796,139055,2139,10137.875,2086396.9,6292,46951440931,19205036032,18814779392,18491795456,18238824448,18063607808,17917765632,17838921728,17759942656,17694525440,17638377472,17591255040,5476,5509,5539,5584,5615,5635,5642,5652,5657,5662,5667,816,783,753,708,677,657,650,640,635,630,625,35.79,127155.4770318021,55882.5438027255
9120,VILLARRICA,9,2017,-72.18394573121489,-39.30049544081855,438323.7,334550.9,542096.4,56139,25925,7506262,3749802,1672598,343776,462375,438,9195.5684,2086396.9,23073,580028385399,393228943360,381991682048,372003700736,363191271424,355585884160,347443560448,342480060416,336737599488,331481874432,326617333760,322089353216,9117,9765,10305,11036,11448,11874,12066,12305,12539,12693,12902,13956,13308,12768,12037,11625,11199,11007,10768,10534,10380,10171,16.38,176346.9097982008,173501.3235294118
9121,CHOLCHOL,9,2017,-72.9030562789257,-38.58310812632644,221275.9,177427.3,265124.6,12026,3607,2450561,264484,30547,15564,144037,0,5153.1411,2086396.9,1744,7831208901,2297973248,2219635968,2158446336,2108348800,2066823424,2023739904,1999656448,1975719168,1957192320,1941385088,1928207872,1333,1340,1349,1354,1356,1360,1362,1366,1368,1369,1370,411,404,395,390,388,384,382,378,376,375,374,42.85,30000,119169.9479166667
9201,ANGOL,9,2017,-72.79577030453515,-37.76816434628586,402941,357150.9,448731.2,55845,18446,7999056,1982024,432023,349528,393283,11375,12408.759,2086396.9,16994,213517353723,75068006400,71227899904,68168642560,65719193600,63750299648,61858938880,60820770816,59722883072,58810695680,58051203072,57408593920,13825,14221,14587,14850,15063,15239,15349,15457,15535,15601,15654,3169,2773,2407,2144,1931,1755,1645,1537,1459,1393,1340,22.22,102651.3317191283,141247.9656547071
9202,COLLIPULLI,9,2017,-72.12446938639732,-38.02601748268502,339042.9,304855.5,373230.4,24708,6686,4216680,1291588,334979,336912,139767,6722,8081.9868,2086396.9,6535,64173229434,33965764608,33728155648,33562531840,33428131840,33329457152,33240317952,33191385088,33146140672,33109635072,33076326400,33046747136,6032,6076,6096,6107,6126,6135,6142,6149,6152,6154,6156,503,459,439,428,409,400,393,386,383,381,379,32.71,158000,88600.14892032763
9203,CURACAUTN,9,2017,-71.77192148870139,-38.42713679311942,378597.3,311818.4,445376.2,17107,5139,3361497,656180,209833,173466,104752,9223,4317.8066,2086396.9,6287,48486142865,14151498752,13865126912,13670326272,13534329856,13428183040,13332754432,13281286144,13226827776,13181839360,13145050112,13115536384,5271,5320,5360,5378,5393,5401,5410,5413,5417,5422,5425,1016,967,927,909,894,886,877,874,870,865,862,25.24,180000,134495.9128065395
9204,ERCILLA,9,2017,-72.35271127753265,-38.08260405082138,297553.8,240127.2,354980.5,9140,2551,2016648,306464,81494,12529,32582,4254,4590.1079,2086396.9,1577,7576013968,1692492032,1672611840,1660252160,1652252160,1645539968,1638356864,1634008576,1632008576,1630008576,1628008576,1627000704,1412,1415,1419,1419,1420,1420,1422,1422,1422,1422,1423,165,162,158,158,157,157,155,155,155,155,154,50.22,210610.1694915254,85522.38805970149
9205,LONQUIMAY,9,2017,-71.23917120255237,-38.47443669613872,242239.5,202688.6,281790.4,10981,3869,2388469,282793,31511,37223,38913,13145,4479.1499,2086396.9,1656,7248928290,1592041088,1570866176,1554369152,1540773632,1532497664,1528840320,1527234688,1526342784,1526342784,1526342784,1526342784,1369,1374,1375,1378,1380,1382,1382,1383,1383,1383,1383,287,282,281,278,276,274,274,273,273,273,273,40.79,22465.11627906977,98193.47843942505
9206,LOS SAUCES,9,2017,-72.7965662604537,-37.98252131129979,358809,235284.6,482333.4,7818,1726,1872848,255145,84807,24372,73420,3173,2793.3713,2086396.9,1762,7112544714,1275547264,1205682432,1154278400,1114240512,1085985920,1064311424,1055667584,1048780032,1042780032,1036780032,1031800000,1606,1616,1622,1628,1634,1638,1640,1642,1642,1642,1643,156,146,140,134,128,124,122,120,120,120,119,35.73,400000,77640.44943820225
9207,LUMACO,9,2017,-73.04582432425907,-38.28664158209597,302063.1,268107,336019.3,11217,2709,2248304,221952,65481,21243,77545,793,4548.4937,2086396.9,1669,8837089083,1639131776,1564041344,1503363072,1461786240,1441043456,1424282880,1414805632,1406805632,1398805632,1390805632,1385575040,1475,1482,1489,1501,1509,1509,1512,1512,1512,1512,1514,194,187,180,168,160,160,157,157,157,157,155,40.55,,94551.72413793103
9208,PURN,9,2017,-73.04992390601758,-38.01161237051365,261886.5,224624.9,299148.1,12885,3643,2567592,231236,32767,34160,68736,1706,4552.2705,2086396.9,3207,18273790430,4897820160,4769978368,4682279424,4621463552,4574570496,4532692992,4511123456,4492165120,4476165120,4461360128,4447657472,2895,2923,2940,2950,2955,2962,2964,2968,2968,2969,2970,312,284,267,257,252,245,243,239,239,238,237,35.33,179696.9696969697,136158.8330632091
9209,RENAICO,9,2017,-72.5755310096481,-37.71746568354246,368222.2,325661.2,410783.3,10738,2838,1894118,280034,76044,27439,51600,18260,3389.9866,2086396.9,3273,12943988711,1784362624,1714310144,1670493056,1640591488,1622764416,1603609472,1593141888,1582255872,1572576640,1566015488,1560015488,3063,3080,3089,3095,3099,3099,3101,3102,3103,3104,3104,210,193,184,178,174,174,172,171,170,169,169,31.57,,80036.1010830325
9210,TRAIGUN,9,2017,-72.65493359037525,-38.24663252602367,376441.7,290273.4,462610,19707,6132,3280065,731555,228042,151658,100788,0,4966.1641,2086396.9,5581,37966659450,9768698880,9265328128,8901032960,8625564672,8415481344,8226537472,8124404224,8014770688,7925633024,7856307712,7791619584,4876,4967,5015,5063,5086,5109,5119,5128,5140,5144,5149,705,614,566,518,495,472,462,453,441,437,432,25.2,307711.9565217391,83473.52024922118
9211,VICTORIA,9,2017,-72.23340880126969,-38.28034177708889,308237.6,280383.1,336092.1,34869,11037,5450023,1819732,551967,295058,230217,8480,8755.6055,2086396.9,9716,91986009074,30228256768,29442756608,28844431360,28364347392,27967696896,27605327872,27401889792,27189977088,27023699968,26883391488,26751668224,8437,8561,8639,8678,8732,8768,8786,8808,8828,8835,8841,1279,1155,1077,1038,984,948,930,908,888,881,875,25.11,124319.0436933223,101770.9032753326
10101,PUERTO MONTT,10,2017,-72.79547311507137,-41.48822240098481,461556.7,433350.6,489762.8,252542,118073,35624431,21462676,4913658,6737771,2264602,9107,30254.531,2086396.9,79018,2487162480415,1369643417600,1315633758208,1270670688256,1231306489856,1197380861952,1164098797568,1145497452544,1126019366912,1110116270080,1096950874112,1085776855040,37135,42382,46044,48620,51418,54582,56241,58144,59817,60916,61806,41883,36636,32974,30398,27600,24436,22777,20874,19201,18102,17212,11.98,221142.3764543723,182654.9576838927
10102,CALBUCO,10,2017,-73.19517617761431,-41.72250490773361,417811.2,350801.8,484820.5,35282,15226,5017728,2120272,216926,912038,123759,2177,5130.0029,2086396.9,4610,70094849498,40634540032,40033157120,39570620416,39200559104,38896377856,38593007616,38414573568,38219227136,38039932928,37873876992,37720707072,3182,3277,3329,3373,3399,3422,3428,3443,3450,3457,3461,1428,1333,1281,1237,1211,1188,1182,1167,1160,1153,1149,14.54,237142.8571428571,143321.2973805855
10104,FRESIA,10,2017,-73.60485932755141,-41.15385833108341,350830.5,269286.5,432374.5,12658,4537,2250109,600154,217600,84765,76701,10844,3997.3965,2086396.9,2966,17913547721,4617545216,4480743936,4379629056,4307404288,4255961344,4214657536,4196790272,4179348992,4164291840,4153174528,4144722432,2617,2644,2658,2671,2680,2687,2691,2693,2695,2696,2697,349,322,308,295,286,279,275,273,271,270,269,31.58,100000,156947.4637681159
10105,FRUTILLAR,10,2017,-73.09468130599294,-41.08672477016947,350797.5,303595.7,397999.3,17352,7326,2795784,1240423,526513,171714,178296,2163,3446.1072,2086396.9,5748,109604725061,66733281280,65419755520,64295047168,63322861568,62449987584,61500575744,60918652928,60245786624,59612966912,59037315072,58521980928,3629,3745,3830,3881,3931,3966,3993,4014,4038,4072,4095,2119,2003,1918,1867,1817,1782,1755,1734,1710,1676,1653,19.86,120505.7719132894,162767.6447264076
10106,LOS MUERMOS,10,2017,-73.58075263179974,-41.39634069603479,381564.6,300922.2,462206.9,16312,6270,2578962,616578,237697,55762,124678,4490,2533.2537,2086396.9,3034,25490975615,8313031168,8092830208,7932853760,7815955456,7722814976,7628377600,7576849920,7521995776,7475714048,7431974400,7391521792,2400,2430,2456,2476,2481,2490,2496,2501,2502,2504,2505,634,604,578,558,553,544,538,533,532,530,529,15.53,,99116.37931034483
10107,LLANQUIHUE,10,2017,-73.13321191753211,-41.23739592077074,379552.5,313262.8,445842.2,18191,7547,2865662,1075077,0,385509,226512,0,2355.7346,2086396.9,5020,82687877945,37947830272,37205164032,36563144704,36032544768,35585646592,35134988288,34879188992,34598096896,34346801152,34117746688,33914482688,3839,3884,3947,3995,4027,4065,4080,4103,4114,4126,4138,1181,1136,1073,1025,993,955,940,917,906,894,882,12.95,175570.1402805611,100397.7758768178
10108,MAULLN,10,2017,-73.50327563527098,-41.6359767105607,305053.5,266128,343979,15572,4270,2537419,461974,12189,85634,62079,6014,3307.4929,2086396.9,3002,18055501457,4181321984,4039180800,3925122560,3833533952,3749008640,3665984512,3624014336,3581083904,3544386048,3511561472,3480566016,2530,2548,2560,2566,2571,2581,2586,2590,2593,2594,2595,472,454,442,436,431,421,416,412,409,408,407,21.24,170000,103104.5627376426
10109,PUERTO VARAS,10,2017,-72.38796935207985,-41.19136447951884,542377.4,470654,614100.8,41617,20243,7134165,5977375,1931344,1058919,573219,1381,5959.5542,2086396.9,18508,641810305964,464818765824,451901587456,439978426368,428771999744,418455060480,407299063808,400443047936,392441430016,385009876992,378160218112,371763806208,3905,4550,4884,5362,5746,6302,6534,6853,7114,7373,7655,14603,13958,13624,13146,12762,12206,11974,11655,11394,11135,10853,14.32,234822.5919850012,269733.1014668078
10201,CASTRO,10,2017,-73.80358331737693,-42.47340131182092,496569.6,438868.7,554270.6,49451,25347,8511586,3294602,616998,1028976,224147,210,6883.5791,2086396.9,12520,276558375688,139716608000,134290669568,129974870016,126522916864,123670978560,120821735424,119179763712,117411454976,115903250432,114605965312,113475616768,7154,7778,8281,8646,8871,9108,9233,9379,9492,9588,9662,5366,4742,4239,3874,3649,3412,3287,3141,3028,2932,2858,13.92,207761.4854517611,157904.3839758126
10202,ANCUD,10,2017,-73.79911182171504,-42.01849952954105,363407.7,269185.8,457629.6,44249,14061,7017382,1971997,425523,414293,216414,4693,7000.1919,2086396.9,12757,216633137959,77708697600,74630168576,72241741824,70379536384,68862140416,67391295488,66555379712,65658388480,64881381376,64218583040,63644037120,8138,8554,8853,9061,9211,9347,9417,9482,9542,9592,9634,4619,4203,3904,3696,3546,3410,3340,3275,3215,3165,3123,15.82,170872.0930232558,105319.367250962
10203,CHONCHI,10,2017,-73.93058721494853,-42.68162210839696,368255.2,271166.2,465344.1,15494,6479,3169977,1153025,245144,433306,78053,4281,3008.9348,2086396.9,3457,54702893374,35045113856,34449592320,33946871808,33531906048,33189789696,32849633280,32659355648,32450041856,32277237760,32120827904,31973761024,1581,1634,1684,1720,1752,1777,1796,1812,1828,1832,1838,1876,1823,1773,1737,1705,1680,1661,1645,1629,1625,1619,19.42,,133449.4979326639
10204,CURACO DE VLEZ,10,2017,-73.57880120850005,-42.42595144419865,457551.3,319895.3,595207.3,4243,1260,1580082,122274,4519,23721,19097,0,806.16998,2086396.9,605,3964086128,840863680,813793984,794273792,777235840,765617024,756008832,750477312,744477312,738477312,733529024,729529024,430,436,439,441,443,444,445,445,445,446,446,175,169,166,164,162,161,160,160,160,159,159,19,,112941.1764705882
10205,DALCAHUE,10,2017,-73.83536344106392,-42.30928953587122,441127.1,371425.8,510828.3,15927,7632,2558679,687856,124847,213590,100712,6197,3739.6597,2086396.9,2637,43467702566,18730475520,17943236608,17336182784,16852951040,16469376000,16121479168,15938936832,15757832192,15614460928,15495723008,15391227904,1353,1465,1538,1596,1634,1682,1704,1726,1742,1751,1755,1284,1172,1099,1041,1003,955,933,911,895,886,882,23.48,,134740.9836065574
10206,PUQUELDN,10,2017,-73.63723292493061,-42.62633176804112,305236.8,268945.8,341527.8,3950,1378,1497890,224962,4117,18376,23919,0,703.495,2086396.9,426,2498494841,678190080,656512192,644753280,636753280,630174784,622991680,618174784,614078528,610078528,606491840,604491840,304,307,311,311,312,312,312,313,313,314,314,122,119,115,115,114,114,114,113,113,112,112,17.81,,
10207,QUEILN,10,2017,-73.56482549472402,-42.85532869277626,305264.1,254082.6,356445.5,5558,1773,1800592,236214,26123,26924,15151,0,1123.8276,2086396.9,1152,9362505895,2581531904,2485550848,2401981440,2332525056,2277168384,2216869120,2182874368,2144921600,2110489856,2079197312,2051197312,880,890,894,904,907,909,913,915,916,919,919,272,262,258,248,245,243,239,237,236,233,233,20.22,,109940.4761904762
10208,QUELLN,10,2017,-73.99429901570161,-43.15069728960752,371298.4,325956.3,416640.4,31703,14024,4310720,1428284,181098,538518,109733,1113,3870.9363,2086396.9,5114,67188417955,30474242048,29668687872,28998225920,28441733120,27991951360,27570962432,27352997888,27138494464,26971013120,26836860928,26733686784,3485,3573,3631,3692,3735,3789,3816,3843,3863,3881,3894,1629,1541,1483,1422,1379,1325,1298,1271,1251,1233,1220,12.21,120000,143163.7977781356
10209,QUEMCHI,10,2017,-73.41190487972241,-42.1781354627628,300298.4,237604.3,362992.6,9048,2683,2610336,549534,17516,58947,27832,209,1758.9312,2086396.9,1117,6873250402,2173444352,2119479296,2087139072,2067476992,2053538432,2042244352,2035821824,2028727552,2023390208,2020784384,2018784384,813,830,837,841,843,845,845,846,847,848,848,304,287,280,276,274,272,272,271,270,269,269,19.44,240000,131927.7108433735
10210,QUINCHAO,10,2017,-73.35988190873103,-42.51984283644779,407310.6,323089.1,491532.1,8759,2301,2490743,483516,14898,63079,24866,0,3543.8914,2086396.9,1245,12529379635,4242342912,4053618944,3909248768,3803831040,3721809152,3639173632,3587320576,3528391680,3474347008,3430114560,3395052032,874,903,920,938,945,950,953,955,957,964,967,371,342,325,307,300,295,292,290,288,281,278,40.46,,126287.1853546911
10301,OSORNO,10,2017,-73.08654172162342,-40.61151709273503,437758.9,406220.9,469296.9,158027,71626,22859029,14710280,3686367,3238203,1301067,1671,24968.266,2086396.9,55613,1633295587061,914158256128,881860411392,854158671872,830322966528,809194684416,786832752640,773550178304,758536667136,745014689792,732771188736,721768808448,30697,33590,35625,37256,38467,39697,40579,41344,42047,42627,43231,24916,22023,19988,18357,17146,15916,15034,14269,13566,12986,12382,15.8,173011.3359466045,173032.2834988851
10302,PUERTO OCTAY,10,2017,-72.59851965330749,-40.93284557621379,351963.4,311872.7,392054.2,9360,3489,1724755,650471,405559,53775,78590,1058,2775.24,2086396.9,1747,27414731691,14658245632,14166196224,13774609408,13444545536,13158819840,12868706304,12699832320,12503626752,12332300288,12178166784,12044068864,928,981,1028,1050,1068,1093,1103,1114,1122,1134,1141,819,766,719,697,679,654,644,633,625,613,606,29.65,,133521.1267605634
10303,PURRANQUE,10,2017,-73.45656321170777,-40.93514281616093,347474.3,306625.3,388323.3,21282,7144,3325378,1244986,481504,181609,158082,1454,4277.6821,2086396.9,5160,59890224320,18942398464,18402830336,18014072832,17745446912,17547417600,17361827840,17257181184,17137447936,17040019456,16960355328,16889046016,4407,4493,4559,4606,4636,4653,4660,4666,4680,4686,4688,753,667,601,554,524,507,500,494,480,474,472,20.1,88388.9748549323,104276.3397739701
10304,PUYEHUE,10,2017,-72.37910433999289,-40.72628693656814,398078.3,333286.9,462869.6,10928,3717,2075841,922703,398790,102708,242942,3102,2004.1952,2086396.9,2940,49989344905,33008936960,32443340800,31954382848,31523596288,31147892736,30734929920,30481121280,30192574464,29925474304,29677238272,29440575488,1609,1652,1688,1719,1734,1752,1765,1777,1789,1796,1800,1331,1288,1252,1221,1206,1188,1175,1163,1151,1144,1140,18.34,40000,169939.8194583751
10305,RO NEGRO,10,2017,-73.41678491386993,-40.77056305553884,484525.7,343995.9,625055.5,13350,4517,2370816,774403,335133,91247,104370,5259,2987.73,2086396.9,3116,21381492582,5294024192,5169231360,5074231296,4995338752,4925797376,4853618688,4811575296,4767934976,4734055424,4702682624,4673450496,2704,2721,2734,2740,2745,2750,2752,2758,2761,2762,2764,412,395,382,376,371,366,364,358,355,354,352,22.38,136000,105487.4919820398
10306,SAN JUAN DE LA COSTA,10,2017,-73.55892205587446,-40.50839724568277,324991.8,200669.3,449314.2,7298,2170,2570996,274350,48569,24267,108923,7950,2318.5747,2086396.9,1243,6574759556,1384413056,1303989120,1241971072,1188668288,1142718080,1102347520,1079502080,1055497600,1033010368,1011010368,989010368,1066,1078,1084,1087,1090,1097,1099,1100,1101,1101,1101,177,165,159,156,153,146,144,143,142,142,142,31.77,75000,96392.19934994583
10307,SAN PABLO,10,2017,-73.16126389724647,-40.42686163280764,244271.3,212652.6,275889.9,10430,3284,2036737,649809,249788,64319,139516,7585,2381.1689,2086396.9,2019,24824158367,4861873664,4606402048,4409866752,4272762112,4171241728,4093980672,4063745024,4036864000,4017434880,4008073728,4002831104,1679,1714,1747,1769,1786,1803,1810,1816,1819,1823,1825,340,305,272,250,233,216,209,203,200,196,194,22.83,,120027.8551532033
11101,COYHAIQUE,11,2017,-71.99219337824408,-45.55459907472673,625155.2,586179.8,664130.5,61656,28658,9144626,4487370,936278,1294462,384378,42995,4038.468,2086396.9,20955,548409959887,259948052480,248933220352,239406350336,231305248768,224417480704,217519112192,213624586240,209379786752,205690208256,202457399296,199573487616,11406,12221,12986,13599,14230,14761,15094,15394,15651,15853,16010,9549,8734,7969,7356,6725,6194,5861,5561,5304,5102,4945,6.55,324845.0655887736,250034.7987654321
11201,AYSN,11,2017,-73.7756239351251,-45.98911607377011,521836.6,473402.1,570271,28283,12423,5238634,2588963,281284,762073,103591,62348,1586.6763,2086396.9,8245,149684297357,61220585472,58929577984,57148841984,55738535936,54581649408,53412687872,52782370816,52101431296,51495452672,51009347584,50620993536,5568,5860,6071,6234,6332,6445,6501,6549,6592,6654,6692,2677,2385,2174,2011,1913,1800,1744,1696,1653,1591,1553,5.61,271233.6448598131,195890.7577914887
11202,CISNES,11,2017,-73.13985572792667,-44.45760414671594,490893.6,355900.9,625886.3,5356,2343,3248126,1739164,54252,250124,26654,7756,366.88599,2086396.9,2219,29426876016,8380560384,8075720704,7840867328,7665764352,7525432832,7400822272,7341611008,7286856192,7245731328,7209432576,7178052608,1591,1631,1665,1685,1703,1722,1732,1744,1745,1749,1751,628,588,554,534,516,497,487,475,474,470,468,6.85,562500,180467.8362573099
11301,COCHRANE,11,2017,-72.74254048853879,-47.35970030454473,504331,397674.8,610987.3,3404,1160,1600296,202848,42428,74198,18868,23507,299.552,2086396.9,1401,17091087278,5326042112,5142451200,5030747648,4957825024,4907921408,4873790976,4857393664,4837431296,4823205376,4814326272,4806326272,994,1016,1050,1063,1073,1082,1083,1084,1087,1089,1089,407,385,351,338,328,319,318,317,314,312,312,8.800000000000001,154727.2727272727,183826.5817409766
11401,CHILE CHICO,11,2017,-72.58584888089649,-46.76671695888085,489838.1,368067.5,611608.8,5161,2544,2892552,480236,63143,186056,27764,104984,380.88181,2086396.9,2355,22164226373,11107827712,10815158272,10607585280,10450480128,10334381056,10225386496,10172570624,10124266496,10083163136,10048310272,10018310144,1471,1519,1550,1570,1588,1602,1612,1618,1621,1625,1625,884,836,805,785,767,753,743,737,734,730,730,7.38,470000,189229.5345104334
11402,RO IBEZ,11,2017,-72.48729037769193,-46.29904143975627,374673.7,234163.2,515184.1,2315,623,1528290,147841,16874,23139,18358,7195,154.8735,2086396.9,1226,7467748152,2370774016,2334506240,2308462848,2291632640,2279409664,2269832192,2263409664,2258894848,2256894976,2254894848,2252894976,950,955,961,963,967,967,967,970,970,970,970,276,271,265,263,259,259,259,256,256,256,256,6.69,180000,116000
12101,PUNTA ARENAS,12,2017,-72.01811646404717,-53.64299731393867,629193.9,605056.5,653331.3,129263,57942,17594451,13342335,2949256,3932986,860572,33602,5713.4248,2086396.9,47251,1723484697495,868915347456,827511472128,792948703232,764703014912,741169627136,717612711936,704003375104,689518608384,677374918656,666875330560,657640325120,17415,21137,24367,27326,29329,31100,32199,33541,34468,35202,35752,29836,26114,22884,19925,17922,16151,15052,13710,12783,12049,11499,4.42,261950.0288309365,269322.2391843365
12301,PORVENIR,12,2017,-69.38056442092294,-53.30514551150399,591103.8,498109.9,684097.6,7781,2609,1841887,469701,96,194677,36234,2271,89.481499,2086396.9,2321,41603499371,1526779264,1245841536,1043208576,910113408,831454784,782919360,759364928,734377664,711353280,689353280,668651328,2145,2176,2220,2248,2273,2286,2288,2289,2290,2290,2291,176,145,101,73,48,35,33,32,31,31,30,1.15,121333.3333333333,246575.3424657534
